Label,num_projects,projects
status: noteworthy,1,['spring-projects_spring-boot']
status: reserved-for-conference-event,1,['spring-projects_spring-boot']
status: team-only,1,['spring-projects_spring-boot']
type: blocker,1,['spring-projects_spring-boot']
0.76,1,['facebook_react-native']
Accessibility Team - Evaluated,1,['facebook_react-native']
Good first issue,1,['facebook_react-native']
Help Wanted :octocat:,1,['facebook_react-native']
Issue: Author Provided Repro,1,['facebook_react-native']
Missing Changelog,1,['facebook_react-native']
Missing Test Plan,1,['facebook_react-native']
Needs: Attention,1,['facebook_react-native']
Needs: Author Feedback,1,['facebook_react-native']
Needs: Docs Website PR,1,['facebook_react-native']
Needs: Environment Info,1,['facebook_react-native']
Needs: Imported Diff Review,1,['facebook_react-native']
Needs: Imported Diff Waiting on Meta,1,['facebook_react-native']
Needs: Issue Manager Attention,1,['facebook_react-native']
Needs: Issue Template,1,['facebook_react-native']
Needs: React Native Team Attention,1,['facebook_react-native']
Needs: Rebase,1,['facebook_react-native']
Needs: Repro,1,['facebook_react-native']
Needs: Task,1,['facebook_react-native']
Needs: Triage :mag:,1,['facebook_react-native']
Needs: Version Info,1,['facebook_react-native']
Newer Patch Available,1,['facebook_react-native']
Priority: High,1,['facebook_react-native']
Priority: Low,1,['facebook_react-native']
Priority: Mid,1,['facebook_react-native']
Ran Commands,1,['facebook_react-native']
React Native Engineering - Evaluated,1,['facebook_react-native']
release-blocking,1,['facebook_react-native']
Resolution: Answered,1,['facebook_react-native']
Resolution: Backlog,1,['facebook_react-native']
Resolution: Cannot Reproduce,1,['facebook_react-native']
Resolution: Duplicate,1,['facebook_react-native']
Resolution: Fixed,1,['facebook_react-native']
Resolution: For Stack Overflow,1,['facebook_react-native']
Resolution: Issue in another tool or repo,1,['facebook_react-native']
Resolution: Locked,1,['facebook_react-native']
Resolution: PR Submitted,1,['facebook_react-native']
Shared with Meta,1,['facebook_react-native']
Type: Invalid,1,['facebook_react-native']
Type: Too Old Version,1,['facebook_react-native']
Type: Unsupported Version,1,['facebook_react-native']
Version: unspecified,1,['facebook_react-native']
📮Known Issues,1,['facebook_react-native']
v3,1,['tailwindlabs_tailwindcss']
v4,1,['tailwindlabs_tailwindcss']
affects-4.0,1,['pingcap_tidb']
affects-5.0,1,['pingcap_tidb']
affects-5.1,1,['pingcap_tidb']
affects-5.2,1,['pingcap_tidb']
affects-5.3,1,['pingcap_tidb']
affects-5.4,1,['pingcap_tidb']
affects-6.0,1,['pingcap_tidb']
affects-6.1,1,['pingcap_tidb']
affects-6.2,1,['pingcap_tidb']
affects-6.3,1,['pingcap_tidb']
affects-6.4,1,['pingcap_tidb']
affects-6.5,1,['pingcap_tidb']
affects-6.6,1,['pingcap_tidb']
affects-7.0,1,['pingcap_tidb']
affects-7.1,1,['pingcap_tidb']
affects-7.2,1,['pingcap_tidb']
affects-7.3,1,['pingcap_tidb']
affects-7.4,1,['pingcap_tidb']
affects-7.5,1,['pingcap_tidb']
affects-7.6,1,['pingcap_tidb']
affects-8.0,1,['pingcap_tidb']
affects-8.1,1,['pingcap_tidb']
affects-8.2,1,['pingcap_tidb']
affects-8.3,1,['pingcap_tidb']
affects-8.4,1,['pingcap_tidb']
affects-8.5,1,['pingcap_tidb']
affects-9.0,1,['pingcap_tidb']
approved,1,['pingcap_tidb']
cherry-pick-approve,1,['pingcap_tidb']
cherry-pick-approved,1,['pingcap_tidb']
dco-signoff: no,1,['pingcap_tidb']
dco-signoff: yes,1,['pingcap_tidb']
difficulty/easy,1,['pingcap_tidb']
difficulty/hard,1,['pingcap_tidb']
difficulty/medium,1,['pingcap_tidb']
do-not-merge/blocked-paths,1,['pingcap_tidb']
do-not-merge/cherry-pick-not-approved,1,['pingcap_tidb']
do-not-merge/hold,1,['pingcap_tidb']
do-not-merge/invalid-owners-file,1,['pingcap_tidb']
do-not-merge/invalid-title,1,['pingcap_tidb']
do-not-merge/needs-linked-issue,1,['pingcap_tidb']
do-not-merge/needs-tests-checked,1,['pingcap_tidb']
do-not-merge/needs-triage-completed,1,['pingcap_tidb']
do-not-merge/release-note-label-needed,1,['pingcap_tidb']
do-not-merge/work-in-progress,1,['pingcap_tidb']
feature/accepted,1,['pingcap_tidb']
feature/developing,1,['pingcap_tidb']
feature/discussing,1,['pingcap_tidb']
feature/rejected,1,['pingcap_tidb']
feature/reviewing,1,['pingcap_tidb']
first-time-contributor,1,['pingcap_tidb']
fixes-5.1.2,1,['pingcap_tidb']
fixes-5.1.3,1,['pingcap_tidb']
fixes-5.1.4,1,['pingcap_tidb']
fixes-5.2.0,1,['pingcap_tidb']
fixes-5.3.0,1,['pingcap_tidb']
fixes-5.4.0,1,['pingcap_tidb']
fixes-5.4.1,1,['pingcap_tidb']
fixes-6.0.0,1,['pingcap_tidb']
fixes-6.1.0,1,['pingcap_tidb']
fixes-6.4.0,1,['pingcap_tidb']
fixes-6.5.2,1,['pingcap_tidb']
fixes-6.5.5,1,['pingcap_tidb']
fixes-6.5.6,1,['pingcap_tidb']
fixes-6.6.0,1,['pingcap_tidb']
fixes-7.1.1,1,['pingcap_tidb']
fixes-7.1.3,1,['pingcap_tidb']
fixes-7.5.0,1,['pingcap_tidb']
fixes-7.5.1,1,['pingcap_tidb']
fixes-8.0,1,['pingcap_tidb']
label-for-test,1,['pingcap_tidb']
may-affect-6.5,1,['pingcap_tidb']
may-affects-4.0,1,['pingcap_tidb']
may-affects-5.0,1,['pingcap_tidb']
may-affects-5.1,1,['pingcap_tidb']
may-affects-5.2,1,['pingcap_tidb']
may-affects-5.3,1,['pingcap_tidb']
may-affects-5.4,1,['pingcap_tidb']
may-affects-6.0,1,['pingcap_tidb']
may-affects-6.1,1,['pingcap_tidb']
may-affects-6.2,1,['pingcap_tidb']
may-affects-6.3,1,['pingcap_tidb']
may-affects-6.4,1,['pingcap_tidb']
may-affects-6.5,1,['pingcap_tidb']
may-affects-6.6,1,['pingcap_tidb']
may-affects-7.1,1,['pingcap_tidb']
may-affects-7.5,1,['pingcap_tidb']
may-affects-8.1,1,['pingcap_tidb']
may-affects-8.5,1,['pingcap_tidb']
need-br-build,1,['pingcap_tidb']
need-br-compatibility-test,1,['pingcap_tidb']
needs-1-more-lgtm,1,['pingcap_tidb']
needs-cherry-pick-release-4.0,1,['pingcap_tidb']
needs-cherry-pick-release-5.0,1,['pingcap_tidb']
needs-cherry-pick-release-5.1,1,['pingcap_tidb']
needs-cherry-pick-release-5.2,1,['pingcap_tidb']
needs-cherry-pick-release-5.3,1,['pingcap_tidb']
needs-cherry-pick-release-5.4,1,['pingcap_tidb']
needs-cherry-pick-release-6.0,1,['pingcap_tidb']
needs-cherry-pick-release-6.1,1,['pingcap_tidb']
needs-cherry-pick-release-6.2,1,['pingcap_tidb']
needs-cherry-pick-release-6.3,1,['pingcap_tidb']
needs-cherry-pick-release-6.4,1,['pingcap_tidb']
needs-cherry-pick-release-6.5,1,['pingcap_tidb']
needs-cherry-pick-release-6.6,1,['pingcap_tidb']
needs-cherry-pick-release-7.0,1,['pingcap_tidb']
needs-cherry-pick-release-7.1,1,['pingcap_tidb']
needs-cherry-pick-release-7.2,1,['pingcap_tidb']
needs-cherry-pick-release-7.3,1,['pingcap_tidb']
needs-cherry-pick-release-7.4,1,['pingcap_tidb']
needs-cherry-pick-release-7.5,1,['pingcap_tidb']
needs-cherry-pick-release-7.6,1,['pingcap_tidb']
needs-cherry-pick-release-8.0,1,['pingcap_tidb']
needs-cherry-pick-release-8.1,1,['pingcap_tidb']
needs-cherry-pick-release-8.2,1,['pingcap_tidb']
needs-cherry-pick-release-8.3,1,['pingcap_tidb']
needs-cherry-pick-release-8.4,1,['pingcap_tidb']
needs-cherry-pick-release-8.5,1,['pingcap_tidb']
needs-cherry-pick-release-9.0-beta.1,1,['pingcap_tidb']
needs-cherry-pick-release-9.0-beta.2,1,['pingcap_tidb']
needs-ok-to-test,1,['pingcap_tidb']
needs-rebase,1,['pingcap_tidb']
ok-to-test,1,['pingcap_tidb']
priority/P0,1,['pingcap_tidb']
priority/P1,1,['pingcap_tidb']
priority/P2,1,['pingcap_tidb']
priority/P3,1,['pingcap_tidb']
priority/P4,1,['pingcap_tidb']
priority/release-blocker,1,['pingcap_tidb']
release-note,1,['pingcap_tidb']
release-note-none,1,['pingcap_tidb']
require-LGT1,1,['pingcap_tidb']
require-LGT2,1,['pingcap_tidb']
require-LGT3,1,['pingcap_tidb']
severity/critical,1,['pingcap_tidb']
severity/major,1,['pingcap_tidb']
severity/minor,1,['pingcap_tidb']
severity/moderate,1,['pingcap_tidb']
skip-issue-check,1,['pingcap_tidb']
status/can-merge,1,['pingcap_tidb']
status/LGT1,1,['pingcap_tidb']
status/LGT2,1,['pingcap_tidb']
status/LGT3,1,['pingcap_tidb']
status/LGT4,1,['pingcap_tidb']
status/LGT5,1,['pingcap_tidb']
type/2.1-cherry-pick,1,['pingcap_tidb']
type/3.0-cherry-pick,1,['pingcap_tidb']
type/3.1-cherry-pick,1,['pingcap_tidb']
type/4.0-cherry-pick,1,['pingcap_tidb']
type/5.0-cherry-pick,1,['pingcap_tidb']
type/5.1-cherry-pick,1,['pingcap_tidb']
type/5.2-cherry-pick,1,['pingcap_tidb']
type/5.3-cherry-pick,1,['pingcap_tidb']
type/5.4-cherry-pick,1,['pingcap_tidb']
type/6.0-cherry-pick,1,['pingcap_tidb']
type/6.1-cherry-pick,1,['pingcap_tidb']
type/6.2-cherry-pick,1,['pingcap_tidb']
type/6.3-cherry-pick,1,['pingcap_tidb']
type/6.6-cherry-pick,1,['pingcap_tidb']
type/cherry-pick-for-6.5,1,['pingcap_tidb']
type/cherry-pick-for-master,1,['pingcap_tidb']
type/cherry-pick-for-release-4.0,1,['pingcap_tidb']
type/cherry-pick-for-release-5.0,1,['pingcap_tidb']
type/cherry-pick-for-release-5.1,1,['pingcap_tidb']
type/cherry-pick-for-release-5.2,1,['pingcap_tidb']
type/cherry-pick-for-release-5.3,1,['pingcap_tidb']
type/cherry-pick-for-release-5.4,1,['pingcap_tidb']
type/cherry-pick-for-release-6.1,1,['pingcap_tidb']
type/cherry-pick-for-release-6.1-20220824,1,['pingcap_tidb']
type/cherry-pick-for-release-6.1-20230515-v6.1.6,1,['pingcap_tidb']
type/cherry-pick-for-release-6.4,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230122-v6.5.0,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230314-v6.5.1,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230329-v6.5.1,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230424-v6.5.2,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230425-v6.5.2,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230608-v6.5.2,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230625-v6.5.3,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230710-v6.5.2,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20230718-v6.5.2,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20231019-v6.5.1,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20231229-v6.5.6,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20241009-v6.5.10,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20241112-v6.5.11,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20241213-v6.5.11,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20250805-v6.5.12,1,['pingcap_tidb']
type/cherry-pick-for-release-6.5-20250918-v6.5.10,1,['pingcap_tidb']
type/cherry-pick-for-release-6.6-20230614-v6.6.0,1,['pingcap_tidb']
type/cherry-pick-for-release-7.0,1,['pingcap_tidb']
type/cherry-pick-for-release-7.1,1,['pingcap_tidb']
type/cherry-pick-for-release-7.1-20230706-v7.1.0,1,['pingcap_tidb']
type/cherry-pick-for-release-7.1-20230808-v7.1.0,1,['pingcap_tidb']
type/cherry-pick-for-release-7.1-20230818-v7.1.1,1,['pingcap_tidb']
type/cherry-pick-for-release-7.1-20240320-v7.1.3,1,['pingcap_tidb']
type/cherry-pick-for-release-7.1-20250327-v7.1.6,1,['pingcap_tidb']
type/cherry-pick-for-release-7.2,1,['pingcap_tidb']
type/cherry-pick-for-release-7.3,1,['pingcap_tidb']
type/cherry-pick-for-release-7.4,1,['pingcap_tidb']
type/cherry-pick-for-release-7.5,1,['pingcap_tidb']
