Label,is_non_descriptive_label
type/cherry-pick-for-release-7.1-20250327-v7.1.6,True
type/cherry-pick-for-release-7.2,True
type/cherry-pick-for-release-7.3,True
type/cherry-pick-for-release-7.4,True
type/cherry-pick-for-release-7.5,True
type/cherry-pick-for-release-7.5-20240311-v7.5.1,True
type/cherry-pick-for-release-7.5-20250306-v7.5.5-1,True
type/cherry-pick-for-release-7.5-20250423-v7.5.6,True
type/cherry-pick-for-release-7.5-20250530-v7.5.6,True
type/cherry-pick-for-release-7.5-20250612-v7.5.6,True
type/cherry-pick-for-release-7.5-20251014-v7.5.3,True
type/cherry-pick-for-release-7.5-20251201-v7.5.6,True
type/cherry-pick-for-release-7.6,True
type/cherry-pick-for-release-8.0,True
type/cherry-pick-for-release-8.1,True
type/cherry-pick-for-release-8.1-20241024-v8.1.1,True
type/cherry-pick-for-release-8.1-20241203-v8.1.1,True
type/cherry-pick-for-release-8.1-20250226-v8.1.2,True
type/cherry-pick-for-release-8.1-20250930-v8.1.2,True
type/cherry-pick-for-release-8.2,True
type/cherry-pick-for-release-8.3,True
type/cherry-pick-for-release-8.3-20240927-v8.3.0,True
type/cherry-pick-for-release-8.4,True
type/cherry-pick-for-release-8.5,True
type/cherry-pick-for-release-8.5-20250114-v8.5.0,True
type/cherry-pick-for-release-8.5-20250310-v8.5.1-1,True
type/cherry-pick-for-release-8.5-20250703-v8.5.2,True
type/cherry-pick-for-release-8.5-20250902-v8.5.2,True
type/cherry-pick-for-release-8.5-20250917-v8.5.3,True
type/cherry-pick-for-release-8.5-20250925-v8.5.3,True
type/cherry-pick-for-release-8.5-20251114-v8.5.4,True
type/cherry-pick-for-release-8.5-20251125-v8.5.4,True
type/cherry-pick-for-release-9.0-beta.1,True
type/cherry-pick-for-release-9.0-beta.2,True
type/cherry-pick-for-release-nextgen-20250815,True
type/cherry-pick-for-release-nextgen-20251011,True
type/compatibility,
type/enhancement,
type/feature-request,
type/new-feature,
type/performance,
type/question,
type/refactor,
type/regression,
type/stale,True
type/usability,
wontfix,True
