representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
unsafety,5,security,819,1582,"['security', 'panic', 'memory safety', 'warning', 'unsafe code', 'safety', 'warnings', 'unsafe', 'thread safety', 'breakpoint', 'vulnerability', 'f unsafe', 'object safety', 'unsafety', 'alert', 'x/vuln', 'vuln check', 'pointer safety', 'safetensors', 'circuit breaker', 'unsafe operations', 'severity:minor', 'protection', 'severity critical', 'panicking', 'breakpoints', 'severity/critical', 'breakage', 'analysis panic', 'circuit breaking', 'critical', 'panics', 'panic handling', 'warning messages', 'security issue', 'security vulnerability', 'panicked', 'broken']"
command line,79,terminal,454,1559,"['cli', 'terminal', 'command line', 'cmd/go', 'powershell', 'command', 'console', 'shell integration', 'command palette', 'cmd', 'execution', 'tmux', 'commands', 'command line behavior', 'command line interface', 'terminal integration', 'bash', 'cli usage', 'autocommand', 'cmd/cgo', 'command line tool', 'os/exec', 'cmd/gomote', 'cli tool', 'cli behavior', 'terminal ui', 'params', 'task execution', 'fzf tmux', 'autocmd', 'autocommands', 'command guide', 'command prompt', 'integrated terminal', 'cmd/link', 'os exec', 'cmd/vet', 'exec', 'cmd go', 'cmd/gitmirror', 'cmd/gonew', 'subcommand', 'terminal behavior', 'terminal app', 'command not found', 'terminal emulation', 'terminal protocol', 'command line tools', 'app shell', 'parametrization', 'executable jar', 'command execution', 'command issue', 'interactive shell', 'cli server', 'command block', 'windows terminal', 'go command', 'command line options', 'go/cmd', 'terminal feature', 'cli options', 'cli command', 'process execution', 'go/cmd/go', 'command failure', 'command line args', 'terminal features', 'parameter names', 'argument parsing', 'command output', 'execution order', 'command line arguments', 'executable', 'tty', 'shell command', 'terminal emulator', 'shell script', 'console api', 'command suggestion']"
model optimization,3,optimization,668,2052,"['regression', 'optimization', 'optimizer', 'quantization', 'inference', 'model', 'change detection', 'ml', 'training', 'distributed training', 'model loading', 'segmentationfault', 'image processing', 'backpropagation', 'detection', 'linear', 'optimizers', 'data model', 'ocr', 'text model', 'ai', 'minification', 'object model', 'incremental', 'interpolation', 'stable diffusion', 'inference mode', 'model behavior', 'language model', 'f inference', 'variance', 'distribtued training', 'type regression', 'model inference', 'learningrate', 'activation function', 'class detection', 'fee estimation', 'component scan', 'normalization', 'visual regression', 'cycle detection', 'minimization', 'tensorflow', 'loss function', 'rnn', 'convolution', 'keras', 'reduction', 'models', 'layer norm', 'loss functions', 'shape inference', 'linearization', 'model issue', 'bilinear', 'lowering', 'lstm', 'content processing', 'propagation', 'inference engine', 'csv', 'v model', 'feature detection', 'estimation', 'linearizability', 'data retrieval', 'column pruning', 'cost estimation', 'deep learning', 'machine learning', 'text processing', 'text manipulation', 'neural networks', 'learning rate', 'topic: optimization', 'data processing', 'model optimization', 'programming model', 'data modeling', 'feature regression', 'kind/regression', 'topic:optimization', 'histogram', 'model compilation', 'federated learning', 'type: optimization', 'neural network', 'domain: optimization', 'optimization issue', 'constant propagation', 'truncation', 'pick model', 'variance inference', 'dynamic programming', 'linear layer', 'model evaluation', 'learning rate scheduler', 'optimizations', 'anomaly detection', 'inference plugin', 'ml plugin', 'cost model', 'pruning', 'scan', 'region inference', 'regression test', 'mse loss', 'optimizer state', 'spectral normalization', 'progress linear']"
vim,31,editor,593,1241,"['editor', 'vim9script', 'vimscript', 'vscode', 'editing', 'editor integration', 'rich text editor', 'vim9', 'vim9class', 'vscode extension', 'vim', 'editor feature', 'text editor', 'vscode ui', 'vim behavior', 'vscode web', 'vscode dev', 'stack editor', 'onenote', 'note', 'new note', 'vim script', 'viml', 'vimrc', 'vscode features', 'note taking', 'notes', 'vscode api', 'vscode extensions', 'text editing', 'note management', 'vim feature', 'vscode internal', 'vim plugin', 'vim features', 'vim configuration', 'vim core', 'vscode insiders', 'editor functionality', 'editor behavior', 'editor plugin', 'rich text', 'vim functionality', 'vim internal', 'vim scripting', 'vscode server', 'vscode insider', 'vscode configuration', 'vscode feature', 'visual studio code', 'vscode ide', 'vim internal error', 'vscode marketplace', 'editor navigation', 'editor ui', 'note editing', 'editor features', 'core vim', 'vite plugin', 'editor performance', 'footnote', 'vimscript interaction']"
sql,420,database,1070,3043,"['database', 'sql', 'query planner', 'r2dbc', 'struct', 'neo4j', 'data race', 'information schema', 'mysql', 'tidb server', 'schema', 'mongodb', 'gdb', 'redis', 'query', 'postgresql', 'data consistency', 'datasource', 'couchbase', 'query execution', 'query performance', 'sql parser', 'lucene', 'query optimization', 'mysql compatibility', 'data source', 'kibana', 'tidb sql', 'table', 'oracle', 'sql syntax', 'tidb', 'data structures', 'v data table', 'pgsql', 'generated columns', 'query plan', 'sqlite', 'data integrity', 'mariadb', 'mssql', 'tidb ddl', 'sql feature', 'info schema', 'lldb', 'data fetching', 'database/sql', 'datastructures', 'mongo', 'spring data redis', 'sql plugin', 'dba', 'query planning', 'query optimizer', 'data management', 'tidb planner', 'sql mode', 'tidb core', 'tidb query', 'alter table', 'sqlite3', 'node postgres', 'cell', 'structure', 'struct layout', 'unnamed fields', 'data layout', 'schematics', 'queries', 'query list', 'dataloader', 'data loading', 'grid', 'site data', 'sqlserver', 'data redis', 'data', 'querydsl', 'postgres', 'liquibase', 'synthetic source', 'query dsl', 'querying', 'query parser', 'data table', 'datatable', 'mysqlnd', 'odbc', 'mysqli', 'mysql protocol', 'sql compatibility', 'sql performance', 'sql query', 'query result', 'schema migration', 'schema tracker', 'tidb lightning', 'tablesample', 'query language', 'data structure', 'schema management', 'sql optimization', 'structs', 'database performance', 'database management', 'ti database', 'content structure', 'routing datasource', 'ojdbc', 'domain database', 'database engine', 'table management', 'sql functionality', 'domain/database', 'sql engine', 'query issue', 'sql execution', 'struct padding', 'dsr queries', 'data dependency', 'data dependent', 'database integration', 'sql server', 'column', 'tables', 'maria db', 'temporary table', 'sql analysis', 'sql package', 'sql es', 'sql parsing', 'table issue', 'schema change', 'generated column', 'prepared statement', 'query processing', 'sql schema']"
gc,78,esql,252,1843,"['esql', 'aot', 'spel', 'ddl', 'cgo', 'aten', 'gc', 'nn', 'aop', 'asan', 'ttl', 'rocm', 'br', 'fmt', 'ast', 'spl', 'npe', 'swc', 'grpc', 'aoti', 'linalg', 'toml', 'nccl', 'mkldnn', 'roc', 'oom', 'bfloat16', 'txn', 'cfg', 'gson', 'ty', 'adoc', 'otel', 'mkl', 'matmul', 'aotcompilation', 'bool', 'c10d', 'knn', 'ccr', 'forc', 'intl', 'ppc64', 'ccache', 'jsdoc', 'alloc', 'sixel', 'ts', 'aot compilation', 'aot compiler', 'nll loss', 'aot compile', 'bf16', 'c10', 'otlp', 'saml', 'cnb', 'esql plugin', 'cglibs', 'osgi', 'crac', 'general', 'zts', 'tso', 'oss', 'ghe', 'purego', 'cgocall', 'gob', 'gcp', 'commonjs', 'ipc', 'global', 'brotli', 'cfg attr', 'f check cfg', 'crates', 'common', 'rocml', 'gcn', 'cudnn', 'usdt', 'orm', 'jcache', 'cglib', 'm68k', 'ppc', 'ccall', 'dbt', 'pep508', 'gcs', 'ticdc', 'elt', 'bazel', 'echomsg', 'go cgo', 'cgo issue', 'asn1', 'ld', 'lto', 'adt', 'crates io', 'crates issue', 'cublas', 'aot export', 'attn', 'aten native', 'oci image', 'jstl', 'oci', 'esql spec', 'gc issue', 'ddl operation', 'oop', 'ssg', 'span', 'impl blocks', 'read impl', 'wcag', 'ort', 'etag', 'ppc64le', 'impl', 'rocmlib', 'roc m']"
domain:go language,2,gopls,339,918,"['gopls', 'language go', 'go', 'coroutines', 'goroutine', 'gomote', 'go1.x', 'go1.23', 'go tools', 'go1.22', 'go1.24', 'go tool', 'go1.18', 'go1.20', 'area:gopls', 'goimports', 'go1.21', 'golang', 'go runtime', 'go language', 'gorm', 'pkg.go.dev', 'goroutines', 'go modules', 'go.work', 'language/go', 'a coroutines', 'spring coroutines', 'coroutine', 'goroutine leak', 'go tooling', 'go build', 'go compiler', 'go toolchain', 'domain/go', 'go/tools', 'go version', 'domain: gopls', 'go/build', 'domain: go', 'domain/go tools', 'go1', 'domain:go language', 'domain:go tools', 'domain/go standard library', 'go project', 'domain: go tools', 'go programming language', 'go template', 'goenv', 'go work', 'go analysis', 'golang go', 'gomaxprocs', 'goroot']"
debug,67,crash,644,2138,"['logging', 'crash', 'debugger', 'tracing', 'telemetry', 'debug', 'debugging', 'opentelemetry', 'trace', 'debuginfo', 'logsdb', 'termdebug', 'debug console', 'remote debugging', 'cmd/trace', 'x/telemetry', 'log4j2', 'type crash', 'structured logging', 'log4j', 'runtime trace', 'internal/trace', 'debug build', 'debug assertions', 'a debuginfo', 'debug info', 'detectron2', 'execution trace', 'issue tracking', 'dtrace', 'general log', 'log', 'tracker', 'tracking issue', 'application crash', 'dynamic tracing', 'crash report', 'crashes', 'crash reporting', 'crashmonitor', 'tracking', 'stats tracking', 'topic tracing', 'open telemetry', 'debugging tool', 'software debugging', 'ptrace', 'crash recovery', 'feature tracking', 'log management', 'debugging issue', 'external issue tracker', 'log redaction', 'debug mode', 'debugger issue', 'log analysis', 'symbolic tracing', 'log level']"
extension support,3,plugin,269,1028,"['plugin', 'extension', 'extensions', 'extension api', 'module', 'module resolution', 'module system', 'plugin update', 'extension host', 'module loading', 'plugin upgrade', 'extension installation', 'extension management', 'extensionhost', 'modules', 'native modules', 'nn modules', 'nn module', 'plugin issue', 'plugins', 'extension issues', 'esmodules', 'extension issue', 'extensionapi', 'zend extension', 'php extension', 'extension development', 'extension compatibility', 'extension interaction', 'extension update', 'extension updates', 'web extensions', 'es modules', 'node modules', 'conhost', 'host directive', 'lazy module', 'module list', 'module info', 'plugin integration', 'plugin interaction', 'plugin compatibility', 'php extensions', 'module management', 'hot module replacement', 'nn.module', 'extension integration', 'native module', 'plugin configuration', 'plugin system', 'plugin issues', 'plugin management', 'domain: extension', 'missing module', 'extension support', 'plugin support', 'extension handling', 'es module', 'continuation', 'expansion panel', 'builtin', 'extension system', 'web extension', 'ecmascript modules', 'expansion', 'extension bug']"
operating system,3,windows,415,1810,"['windows', 'android', 'ios', 'os', 'macos', 'linux', 'notebook', 'syscall', 'mobile', 'device', 'desktop', 'syscalls', 'unix', 'sys', 'emulator', 'posix', 'devicemesh', 'qemu', 'virtualenv', 'platform compatibility', 'vm', 'x sys unix', 'user', 'cross platform', 'openbsd', 'freebsd', 'sdk', 'platform support', 'win32', 'systemd', 'syft', 'emulation', 'x86', 'virtual environment', 'extensibility', 'system', 'sys unix', 'os/user', 'netbsd', 'aix', 'mips64', 'os windows', 'os string', 'platform specific', 'sysroot', 'platform', 'ubuntu', 'sycl', 'device mesh', 'device behavior', 'device support', 'symint', 'application name', 'x86 64', 'os request', 'mobile app', 'portability', 'os compatibility', 'target platform', 'operating system', 'system variables', 'system table', 'desktop integration', 'notebooks', 'windows support', 'desktop app', 'windows issue', 'device management', 'virtual environments', 'desktop application', 'application', 'xcode', 'cross platform issue', 'create next app', 'gomobile', 'mips', 'os agnostic', 'platform:android', 'windows specific', 'macos support', 'cpu emulation', 'platform agnostic', 'virtualization', 'x/sys', 'device properties', 'device specific', 'device agnostic', 'device compatibility', 'device mismatch', 'custom device', 'target os', 'system tables', 'aarch64', 'os user', 'arm64', 'osx', 'arm32', 'os issue', 'amd64', 'os issues', 'os incompatibility', 'device type', 'device mode', 'platform issue']"
type improvement,3,type system,644,3100,"['type system', 'trait', 'type error', 'generics', 'enum', 'type bug', 'const eval', 'typechecker', 'traits', 'type inference', 'go/types', 'data type', 'const', 'trait related', 'types', 'data types', 'typechecking', 'generic', 'const evaluation', 'const generics', 'trait bounds', 'typing', 'trait system', 'type safety', 't traits', 'opaque types', 'integer', 'type check', 'type checker', 'type:bug', 'type api', 'type mismatch', 'impl trait', 'const fn', 'const propagation', 'const items', 'associated types', 'typeck', 'conpty', 'datatype', 'type improvement', 'type checking', 'type feature', 'type:enhancement', 'f const', 'unsized types', 't const', 'submodules', 'conv1d', 'conv2d', 'conv', 'type hints', 'type: bug', 'type/bug', 'type assertion', 'type/improvement', 'type/feature', 'type issue', 'generic types', 'f const trait', 'trait implementation', 'const expressions', 'numeric', 'trait objects', 'trait object', 'f generics', 'f opaque types', 'generic const exprs', 'const trait', 'subclassing', 'subclasses', 'data type issues', 'functorch', 'type conversion', 'type api change', 'type enhancement', 'type/enhancement', 'alias', 'data type issue', 'type hierarchy', 'go types', 'kind/enhancement', 'type params', 'type alias', 'const fns', 'const safety', 'polymorphization', 'trait upcasting', 'return type notation', 'never type', 'trait impl', 'trait selection', 'associated functions', 'const functions', 'multiple inheritance', 'type promotion', 'cond', 'type: enhancement', 'area: typing', 'constexpr', 'int type', 'return types', 'type:feature', 'type guard', 'type feature request', 'type propagation', 'inheritance', 'typesystem', 'type stability', 'type', 'subtyping', 'conda', 'type coercion', 'generic functions', 'numerics', 'generic programming', 'type: feature', 'type incorrectness', 'type unsoundness', 'foreign function interface', 'const expr', 'aliasing', 'type: issue', 'type aliasing', 'type: bugfix', 'type/issue', 'type/breaking change', 'numeric types', 'const generic', 'polymorphism', 'enums', 'trait resolution', 'interface conversion', 'type: api change', 'const unsafety', 'type system bug', 'trait impl conflict', 'const features', 'type traits', 'polymorphize', 'enum variant', 'domain const generics', 'generic parameter', 'type parameter issue', 'typeinference', 'generic issue', 'type alias impl trait', 'generic const items', 'consteval', 'type checking bug', 'type unification', 'trait specialization', 'type: improvement', 'data type conversion', 'data type mismatch', 'type:issue', 'type casting', 'type instability', 'alias analysis', 'type aliases', 'const trait impl', 'associated type', 'a trait objects', 'submodule', 'generic parameters', 'trait associated types', 'enum layout', 'generic type', 'trait alias', 'const expression', 'type change', 'type hint issue', 'type punning', 'types issue', 'type constraint', 'abstract types', 'type juggling', 'integer type', 'incompatible types', 'generic issues', 'recursive types', 'const context', 'type compatibility', 'os interface', 'generic code', 'sized trait', 'enum update', 'trait method', 'complex types', 'type resolution', 'data type management']"
configuration file,2,configuration,999,1333,"['configuration', 'config', 'environment', 'environment variables', 'env', 'configure', 'configuration properties', 'next config', 'env var', 'configurationproperties', 'setuptools scm', 'launch config', 'go env', 'env file', 'run configuration', 'config parsing', 'environment variable', 'configuration files', 'default values', 'default configuration', 'topic: configuration', 'env variable', 'configure script', 'configuration option', 'topic:configuration', 'cross environment', 'default value', 'default behavior', 'configuration file', 'default state', 'configuration parsing', 'config management', 'environment configuration', 'environment interaction', 'environment management']"
torch,119,dynamo,456,956,"['dynamo', 'torch compile', 'torch.compile', 'torchscript', 'amp', 'torchdynamo', 'lightning', 'torch function', 'torch.export', 'torch', 'torch dynamo', 'torchcompile', 'torch.fx', 'relay', 'torch.cond', 'torch script', 'torch api', 'torchgen', 'torchfx', 'torch export', 'torch.nn', 'torchbench', 'torch compiler', 'torchvision', 'torchtune', 'torchaudio', 'torch.unique', 'torch jit', 'torch fx', 'torch distributed', 'torch.dynamo', 'domain: torchscript', 'domain torch library', 'category dynamo', 'dynamo framework', 'torch.nn.functional', 'torch runtime error', 'torch. dynamo', 'fusion']"
template rendering,9,rendering,320,757,"['rendering', 'renderer', 'template', 'templating', 'code generation', 'template syntax', 'server rendering', 'html/template', 'css generation', 'content rendering', 'server side rendering', 'text/template', 'newrenderer', 'template issue', 'content generation', 'client side rendering', 'ui rendering', 'prerendering', 'template rendering', 'template pipeline', 'templates', 'text generation', 'template literals', 'render', 'template engine', 'template compatibility', 'html rendering', 'static site generation', 'new renderer', 'html generation', 'editor rendering', 'domain: rendering', 'template literal', 'site generation', 'template expansion', 'site authoring', 'index template', 'template evaluation', 'issue template', 'jdbctemplate', 'math rendering', 'search template', 'image rendering', 'template migration', 'template compiler']"
syntax,255,syntax,255,954,"['syntax', 'parser', 'parsing', 'typo', 'typos', 'naming', 'coherence', 'semantic analysis', 'toml parser', 'question', 'rename', 'taxonomy', 'clarity', 'parse error', 'semantics', 'glob', 'keyword', 'usage', 'clarification', 'i unsound', 'grammar', 'unsoundness', 'miscompilation', 'reasoning', 'parsing error', 'parser issue', 'logic', 'parse', 'autocorrect', 'soundness', 'ambiguity', 'spelling', 'globbing', 'shorthand', 'parser error', 'inflect', 'delimiter', 'expression parser', 'parser bug', 'tuple', 'toml parsing', 'spell checking', 'language semantics', 'naming conflict', 'correctness', 'terminology', 'well formedness', 'category language', 'invalid usage', 'renaming', 'category math', 'syntax definition', 'case sensitivity', 'semantic change', 'term', 'confusion', 'trait coherence', 'move semantics', 'speculation', 'namedtuple', 'abstraction', 'semantic', 'naming convention', 'misleading', 'spell check', 'parentheses', 'confusing', 'name error', 'prefix', 'correction']"
linking issue,5,web,306,841,"['web', 'linking', 'website', 'redirect', 'path', 'url', 'link', 'autolinking', 'link issue', 'path handling', 'urls', 'linkname', 'gopath', 'dynamic linking', 'symlink', 'url handling', 'url parsing', 'rpath', 'permalink', 'path matching', 'deep linking', 'link broken', 'chdir', 'objectpath', 'gopathwalk', 'readdir', 'path mapping', 'links', 'static linking', 'intra doc links', 'redirects', 'url update', 'fs directory', 'symbolic links', 'find links', 'index url', 'url resolution', 'broken link', 'path resolution', 'path issue', 'linking issue', 'directory', 'directory management', 'relative paths', 'path variable', 'linking error', 'file not found', 'directory operations', 'uri handling', 'path management', 'path alias', 'url issue', 'autolink', 'url validation', 'relative path', 'include path', 'path issues', 'permalinks', 'hyperlinks', 'uri parsing', 'uri resolution', 'symbolic link', 'redirect issue', 'external link', 'url pattern', 'path processing', 'temp directory', 'uri validation', 'url handlers', 'uri template', 'subdirectory']"
development,37,behavior,138,1188,"['behavior', 'instrumentation', 'distributed', 'behavior change', 'exception', 'example', 'spec', 'collaboration', 'cargo', 'deployment', 'persistence', 'util', 'distribute', 'utils', 'darwin', 'language behavior', 'distributions', 'launch', 'examples', 'transport', 'governance', 'specialization', 'utility', 'management', 'convention', 'launcher', 'maintenance', 'calling convention', 'failure', 'spec compliance', 'efficiency', 'distutils', 'deploy', 'distribution', 'distribtued', 'utilities', 'organization', 'artifact', 'requirements', 'dist task', 'decorations', 'decoration', 'production', 'escaping', 'communication', 'specification', 'require', 'ecosystem', 'conformer', 'artifacts', 'dist', 'reproduction', 'conventions', 'code of conduct', 'manifest', 'fleet', 'coordination', 'extras', 'variant', 'exceptions', 'mutation', 'development', 'qa', 'productivity', 'quality', 'conformance', 'quality of life', 'quality assurance', 'corruption', 'marshalling', 'standardization', 'cosmetic', 'team management', 'dist distributed', 'miscellaneous', 'quality control', 'exclusion', 'behavioral change', 'standard compliance', 'maintainers', 'buffer mutation', 'artifact management', 'calling conventions', 'policy', 'prohibition', 'isolation']"
permission,4,accessibility,228,482,"['accessibility', 'ownership', 'permissions', 'data access', 'privacy', 'copyright', 'privilege', 'user facing', 'license', 't ownership', 'permission', 'access control', 'assets', 'licensing', 'privileges', 'accessor', 'access', 'borrowing', 'access violation', 'legal', 'accessibility issues', 'permission issue', 'asset management', 'ownership and borrowing', 'out of bounds access', 'license management', 'user consent', 'entitlements', 'permission denied', 'private items', 'copyright update', 'privilege check']"
containerization,10,docker,291,461,"['docker', 'azure', 'container', 's3', 'containerization', 'aws', 'cloud', 'spring boot docker', 'cloud foundry', 'ec2', 'aws lambda', 'kubernetes', 'containers', 'docker compose', 'domain: docker', 'cloud native', 'container management', 'lambda', 'docker image', 'containerd', 's3 repository', 'ec2 discovery', 'dev container', 'docker integration']"
jdk,13,java,1923,3215,"['maven', 'java', 'kotlin', 'jit', 'jdbc', 'jackson', 'jms', 'junit', 'aspectj', 'jpa', 'maven plugin', 'jsr', 'infinispan', 'jaxb', 'jar', 'jdk', 'jersey', 'jakartaee', 'language kotlin', 'jakarta ee', 'jooq', 'jmx', 'java version', 'jarmode', 'eclipse', 'jvm', 'jsr223', 'jwk', 'njt', 'java 21', 'kotlin dsl', 'jakarta', 'java api', 'jakarta activation', 'jsr 330', 'jpms', 'java ee', 'java support', 'java features', 'java configuration', 'java application', 'uber jar', 'jsr packages', 'java ecosystem', 'kotlin support', 'java technology', 'joplin', 'jndi', 'jit issue', 'jvm tool mode', 'oracle jdk', 'maven integration', 'junit jupiter']"
springframework,5,spring boot,1725,3996,"['spring framework', 'spring boot', 'spring data', 'kafka', 'spring session', 'spring retry', 'spring test', 'spring boot configuration', 'spring integration', 'spring web', 'bean definition', 'spring kafka', 'spring boot dependencies', 'bean', 'bean lifecycle', 'spring boot autoconfigure', 'spring boot web', 'spring context', 'spring boot 3.4', 'spring boot core', 'spring boot 3.2', 'spring beans', 'beans', 'spring boot starter web', 'spring security', 'spring boot features', 'spring boot 3.3', 'spring mvc', 'spring authorization server', 'spring ws', 'beanfactory', 'spring boot 3.x', 'spring boot buildpack', 'spring cloud', 'spring data mongodb', 'bean post processing', 'spring framework 6.1', 'spring webmvc', 'spring framework core', 'framework kafka', 'scoped beans', 'spring boot testing', 'spring data jpa', 'spring aop', 'spring boot starter test', 'spring boot 2.x', 'spring webflux', 'spring boot cli', 'spring scheduling', 'springframework', 'spring framework 6.2', 'spring core', 'spring framework 6', 'factory bean', 'bean factory', 'spring orm', 'spring boot loader', 'conditional on missing bean', 'spring data cassandra', 'spring boot 3.4.x', 'spring boot test autoconfigure', 'spring cloud config', 'spring boot build', 'spring init', 'spring environment', 'spring boot auto configuration', 'spring boot tools', 'bean override', 'spring data jdbc', 'bean validation', 'spring cloud stream', 'beanutils', 'spring tx', 'spring', 'spring boot feature', 'spring projects', 'bean management', 'spring expression', 'spring boot plugin', 'spring configuration', 'spring expression language', 'spring aot', 'domain: spring boot', 'bean post processor', 'spring features', 'conditional beans', 'spring boot 3', 'spring modules', 'spring properties', 'spring extensions', 'bean registration', 'spring data r2dbc', 'spring boot upgrade', 'spring config', 'bean discovery', 'spring webclient', 'spring bean', 'container bean', 'spring java format', 'bean resolution', 'bean injection', 'bean creation', 'bean overriding', 'spring data gemfire', 'springboot', 'framework spring boot', 'spring boot maven plugin', 'spring boot compatibility']"
angular component,3,typescript,386,970,"['typescript', 'component', 'components', 'angular', 'angular cli', 'angular.dev', 'component interaction', 'component: vselect', 'angular compiler', 'react', 'react native', 'angular core', 'web components', 'react root view', 'standalone components', 'angular dev', 'ngfor', 'ngmodel', 'ui component', 'component template', 'ui components', 'domain: angular', 'domain:angular', 'component behavior', 'component issue', 'angular component', 'component rendering', 'select component', 'topic: typescript', 'typescript support', 'domain: angular cli', 'angular guides', 'standalone component', 'angular tutorial', 'angular integration', 'component configuration', 'component conflict', 'component name', 'xtermjs', 'component missing']"
differentiation,3,integration,285,398,"['integration', 'diff', 'derive', 'diff editor', 'compare', 'apidiff', 'comparison', 'multi diff', 'autodiff', 'integration issue', 'differentiability', 'derived values', 'equality', 'derives', 'differentiation', 'deriving', 'equivalence', 'diff mode', 'derivation']"
indexing,93,elasticsearch,357,917,"['search', 'index', 'indexing', 'elasticsearch', 'fuzzy', 'reindex', 'fuzzy matching', 'find', 'indexer', 'index out of bounds', 'fuzzy search', 'indexcompatibility', 'index compatibility', 'indices', 'search vectors', 'vector search', 'elasticsearch sql', 'findfiles', 'index select', 'cross cluster search', 'index mode', 'index settings', 'index management', 'search syntax', 'index join', 'fuzzy finder', 'elasticsearch api', 'text search', 'index out of range', 'elasticsearch query', 'index store', 'search issue', 'index fill', 'elastic search', 'elasticsearch plugin', 'index strategy', 'knn search', 'search api', 'elasticsearchql', 'search function', 'index usage']"
authentication,128,crypto,206,774,"['crypto', 'authentication', 'ssl', 'auth', 'tls', 'authorization', 'foreign key', 'crypto/tls', 'openssl', 'encryption', 'authorization server', 'cryptography', 'oauth2', 'crypter', 'credentials', 'rsa', 'https', 'jwt', 'certificate', 'login', 'login issue', 'primary key', 'oauth', 'bitcoin', 'blockchain', 'certificates', 'smart contract', 'cipher', 'keystore', 'smart contracts', 'post quantum cryptography', 'ssl configuration', 'security plugin', 'auth issue', 'decryption', 'jwt realm', 'root certificates', 'key management', 'auth plugin']"
language support,21,language,262,1598,"['language', 'language server', 'encoding', 'language feature', 'localization', 'language design', 'language features', 'unicode', 'translation', 'i18n', 'language support', 'internationalization', 'decoder', 'lang', 'language groovy', 'locale', 'utf8', 'multilingual', 'language update', 'asciidoc', 'language style', 'babel', 'encoding/xml', 'encoding/json', 'language proposal', 'eglot', 'language upgrade', 'codec', 'domain language', 'embedded languages', 'uri encoding', 'language mode', 'language version', 'encoder', 'language change', 'lang items', 'utf 8', 'localize', 'translation issue', 'expression language', 'languagefeature', 'decode', 'charclass', 'programming language', 'language bug', 'go language server', 'language standards', 'language implementation', 'language extensions', 'domain: language features', 'go lang', 'language spec', 'domain language features', 'encoding issue', 'programming language agnostic', 'domain language server', 'domain: language server', 'domain: language', 'language issue', 'character set', 'language service', 'character encoding', 'domain:programming language', 'language specification', 'domain/language', 'domain/language features', 'multilingual support', 'polish', 'url encoding', 'language agnostic', 'language standard', 'language status', 'locale issue', 't lang', 'lang team', 'unicode support', 'language extension', 'lang item', 'lang server', 'commons codec', 'charset', 'codec issue', 'lang attribute', 'utf8 error', 'english', 'json encoding']"
cuda,326,cuda,326,600,"['cuda', 'gpu', 'webgpu', 'gradient', 'cudagraphs', 'gradientcheck', 'diffusers', 'shader', 'gpus', 'multi gpu', 'gradient check', 'openblas', 'cuda support', 'metal performance shaders', 'cuda issue', 'cpu gpu comparison', 'domain cuda', 'cudagraph', 'domain: cuda', 'gradient computation', 'fastcgi', 'nvidia', 'gpu issue', 'cuda error', 'gpu rendering', 'gpu acceleration', 'cuda unsupported', 'webgl', 'gradient comparison']"
memory access,38,memory leak,245,1264,"['memory leak', 'memory', 'segfault', 'memory management', 'io', 'segmentation fault', 'allocator', 'stack', 'memorymanagement', 'stacktrace', 'gcimporter', 'memory corruption', 'leak', 'data corruption', 'memorysafety', 'memory access', 'memory usage', 'null safety', 'resource leak', 'memory format', 'call stack', 'memory layout', 'odr violation', 'memory profiling', 'nullpointerexception', 'stack trace', 'memory optimization', 'device allocator', 'java io', 'heap attack', 'ioexception', 'null pointer exception', 'io error', 'memory consumption', 'memory mapping', 'data loss', 'spl heap', 'garbage collection', 'memory issue', 'memory allocation', 'memory issues', 'memory model', 'nil pointer dereference', 'null pointer', 'file io', 'heap use after free', 'c memory management', 'allocation', 'invalid pointer', 'buffer overflow', 'use after free', 'heap buffer overflow', 'null pointer access', 'null pointer dereference', 'nil pointer', 'memory leaks', 'allocation error', 'memory allocator', 'oom error', 'heap overflow', 'shared memory', 'allocations', 'leak detection', 'memory overflow', 'out of memory', 'allocation failures', 'memory error', 'io exception', 'nullable', 'heap corruption', 'memory alignment', 'double free', 'uninitialized memory', 'malloc', 'heap profile', 'null values', 'memory reference']"
netip,2,forward port,273,1155,"['networking', 'network', 'netty', 'net', 'rfc', 'netrw', 'p2p', 'proxy', 'protocol', 'connectivity', 'ipv6', 'forward port', 'rfc compliance', 'connection', 'nilness', 'tcp', 'opset', 'hsdp', 'connect', 'porting', 'connector', 'dsl', 'netty4', 'sharing', 'sftp', 'sockets', 'live share', 'tunnel', 'code tunnel', 'sendfile', 'net package', 'ipv4', 'message port', 'unix socket', 'nalgebra', 'winget', 'tcpstore', 'tor', 'miniwallet', 'i2p', 'narayana', 'connection pooling', 'workaround', 'geoip', 'rfc3986', 'rfc7807', 'rsocket', 'minio', 'cdn', 'ntuple', 'socket', 'file transfer', 'connection management', 'protocol support', 'area/networking', 'protocol extension', 'proxying', 'proxies', 'netrc', 'protocol violation', 'http proxy', 'netpoller', 'unix domain socket', 'test porting', 'provider', 'ports', 'connection factory', 'port', 'connection pool', 'connect protocol', 'forwarding', 'bypass', 'ftp', 'persistent connection', 'unix domain sockets', 'scp', 'issue porting', 'reconnection', 'netip', 'port conflict', 'p2p network', 'p2p networking', 'connection details']"
lifetime issues,8,lifetime,106,198,"['lifetime', 'lifecycle', 'lifetimes', 'f lifetime', 'lifetime issue', 'lifetime issues', 'component lifecycle', 'lifecycle management', 'lifetime parameters', 'lifetime bounds']"
