representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
performance improvement,6,performance,1955,2192,"['performance', 'benchmark', 'performance regression', 'runtime performance', 'runtime/metrics', 'benchmarks', 'startup performance', 'benchmarking', 'performance issue', 'performance optimization', 'domain: performance', 'performance improvement', 'slow performance', 'domain:performance', 'category performance', 'performance monitoring', 'web performance', 'performance metrics', 'topic performance', 'topic:performance', 'performance issues']"
ci issue,38,ci,744,1309,"['ci', 'ci test failure', 'ci failure', 'continuous integration', 'ci test', 'ci improvement', 'ci build', 'ci issue', 'domain:ci', 'topic: ci', 'domain: ci', 'category:ci', 'ci pipeline', 'ci update', 'ci integration', 'ci infrastructure']"
application runtime,2,runtime,626,635,"['runtime', 'runtime hints', 'application runtime', 'runtime environment']"
safety,30,security,819,1075,"['security', 'memory safety', 'unsafe code', 'safety', 'unsafe', 'thread safety', 'f unsafe', 'object safety', 'unsafety', 'pointer safety', 'safetensors', 'unsafe operations', 'protection']"
command line,79,cli,420,845,"['cli', 'command line', 'cmd/go', 'powershell', 'command', 'cmd', 'commands', 'command line interface', 'bash', 'cli usage', 'autocommand', 'cmd/cgo', 'command line tool', 'cmd/gomote', 'cli tool', 'autocmd', 'autocommands', 'command guide', 'command prompt', 'cmd/link', 'cmd/vet', 'cmd go', 'cmd/gitmirror', 'cmd/gonew', 'subcommand', 'command not found', 'command line tools', 'command execution', 'command issue', 'cli server', 'command block', 'go command', 'command line options', 'go/cmd', 'cli options', 'cli command', 'go/cmd/go', 'command failure', 'command output', 'shell command', 'shell script', 'command suggestion']"
regression,441,regression,441,453,"['regression', 'type regression', 'visual regression', 'feature regression', 'kind/regression', 'regression test']"
editor functionality,4,editor,593,753,"['editor', 'editing', 'editor integration', 'rich text editor', 'editor feature', 'text editor', 'stack editor', 'text editing', 'editor functionality', 'editor behavior', 'editor plugin', 'rich text', 'editor navigation', 'editor ui', 'editor features', 'editor performance']"
sql,420,database,1070,1695,"['database', 'sql', 'mysql', 'mysql compatibility', 'oracle', 'sqlite', 'mssql', 'sql feature', 'database/sql', 'sql plugin', 'dba', 'data management', 'sql mode', 'sqlite3', 'sqlserver', 'mysqlnd', 'mysqli', 'mysql protocol', 'sql compatibility', 'database management', 'domain database', 'database engine', 'table management', 'sql functionality', 'domain/database', 'sql engine', 'database integration', 'sql server', 'sql package', 'sql es']"
impl,4,esql,252,533,"['esql', 'spel', 'ttl', 'spl', 'toml', 'mkl', 'bool', 'intl', 'saml', 'esql plugin', 'jstl', 'esql spec', 'impl blocks', 'read impl', 'impl']"
terminal feature,5,terminal,454,557,"['terminal', 'shell integration', 'command line behavior', 'terminal integration', 'cli behavior', 'terminal ui', 'integrated terminal', 'terminal behavior', 'terminal app', 'terminal emulation', 'terminal protocol', 'app shell', 'interactive shell', 'windows terminal', 'terminal feature', 'terminal features', 'terminal emulator']"
domain: go,4,gopls,339,663,"['gopls', 'language go', 'gomote', 'go1.x', 'go1.23', 'go tools', 'go1.22', 'go1.24', 'go tool', 'go1.18', 'go1.20', 'area:gopls', 'goimports', 'go1.21', 'golang', 'go runtime', 'go language', 'gorm', 'pkg.go.dev', 'go modules', 'language/go', 'go tooling', 'go build', 'go compiler', 'go toolchain', 'domain/go', 'go/tools', 'go version', 'domain: gopls', 'go/build', 'domain: go', 'domain/go tools', 'go1', 'domain:go language', 'domain:go tools', 'domain/go standard library', 'go project', 'domain: go tools', 'go programming language', 'go template', 'goenv', 'go analysis', 'golang go', 'gomaxprocs', 'goroot']"
log,14,logging,463,522,"['logging', 'logsdb', 'log4j2', 'structured logging', 'log4j', 'general log', 'log', 'log management', 'log redaction', 'log analysis', 'log level']"
plugin support,3,plugin,269,345,"['plugin', 'plugin update', 'plugin upgrade', 'plugin issue', 'plugins', 'plugin integration', 'plugin interaction', 'plugin compatibility', 'plugin configuration', 'plugin system', 'plugin issues', 'plugin management', 'plugin support']"
os,119,windows,415,883,"['windows', 'os', 'macos', 'linux', 'unix', 'user', 'openbsd', 'freebsd', 'win32', 'os/user', 'netbsd', 'os windows', 'os string', 'ubuntu', 'os request', 'operating system', 'windows issue', 'os user', 'osx', 'os issue', 'os issues', 'os incompatibility']"
runtime error,393,runtime error,393,479,"['runtime error', 'runtimeerror', 'runtime panic', 'runtime issue', 'runtime crash', 'startup failure', 'runtime errors', 'runtime exception', 'java exception', 'runtime issues', 'load error', 'classcastexception', 'init error']"
types issue,2,type system,644,2061,"['type system', 'type error', 'generics', 'type bug', 'typechecker', 'type inference', 'go/types', 'data type', 'types', 'data types', 'typechecking', 'generic', 'type safety', 'opaque types', 'integer', 'type check', 'type checker', 'type:bug', 'type api', 'type mismatch', 'datatype', 'type improvement', 'type checking', 'type feature', 'type:enhancement', 'unsized types', 'type hints', 'type: bug', 'type/bug', 'type assertion', 'type/improvement', 'type/feature', 'type issue', 'generic types', 'numeric', 'f generics', 'f opaque types', 'data type issues', 'type conversion', 'type api change', 'type enhancement', 'type/enhancement', 'data type issue', 'type hierarchy', 'go types', 'kind/enhancement', 'type params', 'type promotion', 'type: enhancement', 'int type', 'type:feature', 'type guard', 'type feature request', 'type propagation', 'typesystem', 'type stability', 'type coercion', 'generic functions', 'numerics', 'generic programming', 'type: feature', 'type incorrectness', 'type unsoundness', 'type: issue', 'type: bugfix', 'type/issue', 'type/breaking change', 'numeric types', 'type: api change', 'type system bug', 'generic parameter', 'type parameter issue', 'typeinference', 'generic issue', 'type checking bug', 'type unification', 'type: improvement', 'data type conversion', 'data type mismatch', 'type:issue', 'type casting', 'type instability', 'generic parameters', 'generic type', 'type change', 'type hint issue', 'types issue', 'type constraint', 'abstract types', 'integer type', 'incompatible types', 'generic issues', 'recursive types', 'type compatibility', 'generic code', 'complex types', 'type resolution', 'data type management']"
gradle,295,gradle,295,340,"['gradle', 'gradle plugin', 'gradcheck', 'domain:gradle']"
configuration file,2,configuration,999,1138,"['configuration', 'config', 'configure', 'configuration properties', 'next config', 'configurationproperties', 'launch config', 'run configuration', 'config parsing', 'configuration files', 'topic: configuration', 'configure script', 'configuration option', 'topic:configuration', 'configuration file', 'configuration parsing', 'config management']"
torch. dynamo,2,dynamo,456,505,"['dynamo', 'lightning', 'torch dynamo', 'torch.dynamo', 'category dynamo', 'dynamo framework', 'torch. dynamo']"
rendering,320,rendering,320,459,"['rendering', 'renderer', 'server rendering', 'content rendering', 'server side rendering', 'newrenderer', 'client side rendering', 'ui rendering', 'prerendering', 'template rendering', 'render', 'html rendering', 'new renderer', 'editor rendering', 'domain: rendering', 'math rendering', 'image rendering']"
parser issue,11,syntax,255,526,"['syntax', 'parser', 'parsing', 'toml parser', 'parse error', 'grammar', 'parsing error', 'parser issue', 'parse', 'parser error', 'delimiter', 'expression parser', 'parser bug', 'toml parsing', 'syntax definition', 'parentheses']"
links,2,web,306,494,"['web', 'linking', 'website', 'url', 'link', 'urls', 'linkname', 'links', 'find links', 'hyperlinks', 'external link']"
behavioral change,2,behavior,138,183,"['behavior', 'behavior change', 'persistence', 'language behavior', 'conformer', 'conformance', 'behavioral change']"
extension support,3,extension,256,453,"['extension', 'extensions', 'extension api', 'extension installation', 'extension management', 'extension issues', 'extension issue', 'extensionapi', 'zend extension', 'php extension', 'extension development', 'extension compatibility', 'extension interaction', 'extension update', 'extension updates', 'web extensions', 'php extensions', 'extension integration', 'extension support', 'extension handling', 'extension system', 'web extension', 'extension bug']"
access,3,accessibility,228,278,"['accessibility', 'data access', 'access control', 'accessor', 'access', 'access violation', 'accessibility issues', 'out of bounds access']"
docker,291,docker,291,365,"['docker', 'container', 'containerization', 'spring boot docker', 'kubernetes', 'containers', 'docker compose', 'domain: docker', 'container management', 'docker image', 'containerd', 'dev container', 'docker integration']"
maven integration,2,maven,224,322,"['maven', 'maven plugin', 'maven integration']"
springframework,5,spring boot,1725,3642,"['spring framework', 'spring boot', 'spring data', 'spring session', 'spring retry', 'spring test', 'spring boot configuration', 'spring integration', 'spring web', 'spring boot dependencies', 'spring boot autoconfigure', 'spring boot web', 'spring context', 'spring boot 3.4', 'spring boot core', 'spring boot 3.2', 'spring boot starter web', 'spring security', 'spring boot features', 'spring boot 3.3', 'spring mvc', 'spring authorization server', 'spring ws', 'spring boot 3.x', 'spring boot buildpack', 'spring cloud', 'spring data mongodb', 'spring framework 6.1', 'spring webmvc', 'spring framework core', 'spring boot testing', 'spring data jpa', 'spring aop', 'spring boot starter test', 'spring boot 2.x', 'spring webflux', 'spring boot cli', 'spring scheduling', 'springframework', 'spring framework 6.2', 'spring core', 'spring framework 6', 'spring orm', 'spring boot loader', 'spring data cassandra', 'spring boot 3.4.x', 'spring boot test autoconfigure', 'spring cloud config', 'spring boot build', 'spring init', 'spring environment', 'spring boot auto configuration', 'spring boot tools', 'spring data jdbc', 'spring cloud stream', 'spring tx', 'spring', 'spring boot feature', 'spring projects', 'spring expression', 'spring boot plugin', 'spring configuration', 'spring expression language', 'spring aot', 'domain: spring boot', 'spring features', 'spring boot 3', 'spring modules', 'spring properties', 'spring extensions', 'spring data r2dbc', 'spring boot upgrade', 'spring config', 'spring webclient', 'spring java format', 'spring data gemfire', 'springboot', 'framework spring boot', 'spring boot maven plugin', 'spring boot compatibility']"
trait object,25,trait,171,452,"['trait', 'traits', 'trait related', 'trait bounds', 'trait system', 't traits', 'impl trait', 'trait implementation', 'trait objects', 'trait object', 'trait upcasting', 'trait impl', 'trait selection', 'trait resolution', 'trait impl conflict', 'type traits', 'trait specialization', 'a trait objects', 'trait associated types', 'sized trait', 'trait method']"
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration,285,integration,285,289,"['integration', 'integration issue']"
crash report,3,crash,644,662,"['crash', 'type crash', 'application crash', 'crash report', 'crashes', 'crash reporting', 'crashmonitor', 'crash recovery']"
panic,244,panic,244,275,"['panic', 'panicking', 'analysis panic', 'panics', 'panic handling', 'panicked']"
unexpected error,3,error,270,712,"['error', 'typeerror', 'internal error', 'errors', 'syntax error', 'server error', 'shapeerror', 'methoderror', 'fatal error', 'fatalerror', 'internalerror', 'js error', 'http error', 'script error', 'keyerror', 'logic error', 'sql error', 'invalid input', 'javascript error', 'invalid code', 'database issue', 'unexpected error', 'internal server error', 'evaluation error', 'logical error', 'invalid syntax', 'invalid program', 'programming error', 'invalid data', 'database error', 'javascript issue', 'key error', 'math error']"
optimization,668,optimization,668,801,"['optimization', 'optimizer', 'optimizers', 'minification', 'minimization', 'topic: optimization', 'model optimization', 'topic:optimization', 'type: optimization', 'domain: optimization', 'optimization issue', 'dynamic programming', 'optimizations', 'optimizer state']"
docs,181,docs,181,299,"['docs', 'doc', 'doc improvement', 'docusaurus', 'doc tests', 'docvalues', 'doc values', 'doc content', 'doc request', 'doc test', 'doc suggestion', 'doc link']"
net http,5,http,284,431,"['http', 'http2', 'net/http', 'http status', 'http message converter', 'net http', 'http status code', 'nohttp', 'http protocol', 'net/http2', 'http status codes', 'http connection', 'http message conversion', 'httpcore', 'http method']"
text search,2,search,201,225,"['search', 'search vectors', 'vector search', 'cross cluster search', 'search syntax', 'text search', 'search issue', 'knn search', 'search api', 'search function']"
encryption,20,crypto,206,261,"['crypto', 'encryption', 'cryptography', 'crypter', 'rsa', 'cipher', 'decryption']"
dev tools,3,tooling,199,517,"['tooling', 'toolchain', 'tools', 'build tools', 'devtools', 'build tool', 'tool', 'x tools', 'build tooling', 'x/tools', 'tool installation', 'dev tools', 'tool interaction', 'tooling issue', 'toolchain issue', 'development tool', 'development tools', 'developer tools', 'internal tool', 'tool management', 'br tool']"
language support,21,language,262,1302,"['language', 'language server', 'language feature', 'localization', 'language design', 'language features', 'translation', 'i18n', 'language support', 'internationalization', 'language groovy', 'locale', 'multilingual', 'language update', 'language style', 'babel', 'language proposal', 'language upgrade', 'domain language', 'embedded languages', 'language mode', 'language version', 'language change', 'localize', 'translation issue', 'expression language', 'languagefeature', 'programming language', 'language bug', 'go language server', 'language standards', 'language implementation', 'language extensions', 'domain: language features', 'language spec', 'domain language features', 'programming language agnostic', 'domain language server', 'domain: language server', 'domain: language', 'language issue', 'language service', 'domain:programming language', 'language specification', 'domain/language', 'domain/language features', 'multilingual support', 'language agnostic', 'language standard', 'language status', 'locale issue', 'language extension', 'lang server', 'english']"
core framework,2,core,216,289,"['core', 'core dump', 'torch core', 'core logic', 'core lib', 'core language', 'core library', 'bitcoin core', 'core functionalities', 'core libraries', 'core development', 'core functionality', 'core framework', 'core engine', 'core function']"
aot,157,aot,157,251,"['aot', 'aop', 'aoti', 'aotcompilation', 'aot compilation', 'aot compiler', 'aot compile', 'aot export']"
instrumentation,70,instrumentation,70,70,['instrumentation']
cuda,326,cuda,326,531,"['cuda', 'gpu', 'cudagraphs', 'gpus', 'multi gpu', 'cuda support', 'cuda issue', 'cpu gpu comparison', 'domain cuda', 'cudagraph', 'domain: cuda', 'nvidia', 'gpu issue', 'cuda error', 'gpu rendering', 'gpu acceleration', 'cuda unsupported']"
memory leak,245,memory leak,245,270,"['memory leak', 'leak', 'resource leak', 'memory leaks', 'leak detection']"
android,147,android,147,340,"['android', 'ios', 'mobile', 'mobile app', 'gomobile', 'platform:android']"
connectivity,8,network,173,358,"['networking', 'network', 'connectivity', 'connection', 'connect', 'connector', 'connection pooling', 'connection management', 'area/networking', 'connection factory', 'connection pool', 'connect protocol', 'persistent connection', 'reconnection', 'connection details']"
lifetime issue,17,lifetime,106,151,"['lifetime', 'lifetimes', 'f lifetime', 'lifetime issue', 'lifetime issues', 'lifetime parameters', 'lifetime bounds']"
dist distributed,2,distributed,126,165,"['distributed', 'distribute', 'distributions', 'distutils', 'distribution', 'distribtued', 'dist task', 'dist', 'dist distributed']"
python support,3,python,454,613,"['python', 'python api', 'jupyter', 'numpy', 'python integration', 'python version', 'requires python', 'python compatibility', 'python versioning', 'python packaging', 'python discovery', 'python env', 'ipython', 'python interpreter', 'python project', 'python interaction', 'python extension', 'python tooling', 'python ecosystem', 'python3', 'python support', 'python library', 'python package', 'python environment', 'jupyter notebook', 'python version conflict', 'numpy compatibility', 'python version mismatch']"
code,5,codegen,146,210,"['codegen', 'code', 'unused code', 'dead code', 'code editor', 'codebrowser', 'deadcode', 'codelens', 'codemod', 'code browser', 'codemirror', 'source code', 'opcode', 'dead code elimination', 'bytecode']"
version upgrade,2,upgrade,2079,2186,"['upgrade', 'framework upgrade', 'upgrades', 'rolling upgrade', 'upgrade policy', 'upgrading', 'upgrade issue', 'type:upgrade', 'downgrade', 'bug fix version upgrade', 'client upgrade', 'upgrade required', 'version upgrade', 'upgrade regression', 'image upgrade', 'upgrade issues']"
java technology,2,java,1923,2153,"['java', 'jdbc', 'jdk', 'java version', 'jvm', 'java 21', 'java api', 'java ee', 'java support', 'java features', 'java configuration', 'java application', 'java ecosystem', 'java technology', 'jvm tool mode', 'oracle jdk']"
installation,203,installation,203,301,"['installation', 'install', 'installer', 'postinstall', 'install issue', 'installation issue', 'installation failure', 'go/install', 'reinstallation']"
cache,195,cache,195,453,"['cache', 'opcache', 'caching', 'build cache', 'module cache', 'configuration cache', 'file cache', 'cache management', 'cache issue', 'topic: caching', 'distributed cache', 'opcode cache', 'cache control', 'whole cache mode', 'plan cache', 'schema cache', 'cache miss']"
rustc,381,rustc,381,718,"['rustc', 'rustdoc', 'rust', 'rustc error', 't rustdoc', 'rustfmt', 'rustc bug', 'rust analyzer', 'a rustdoc ui', 'rustc book', 'rust by example', 'rustc llvm', 'rustup', 'rustc internal', 'rustc internal error', 'rust compiler', 'rust language', 'rust lang', 'rustc compiler', 'rust std', 'rustcompiler', 'rust abi', 'rustc issue', 'rust stdlib', 'rustc warning', 'domain language rust', 'rust standard library', 'rustc panic', 't rustdoc frontend', 'rustc dev guide']"
inductor,243,inductor,243,280,"['inductor', 'torchinductor', 'torch inductor', 'inductor backend', 'topic: inductor', 'aot inductor']"
layout problem,2,layout,199,216,"['layout', 'window layout', 'application layout', 'layout issue', 'layout animation', 'layout propagation', 'layout mismatch', 'layout problem']"
reactor,170,reactor,170,182,"['reactor', 'spring reactor', 'reactor netty']"
css styles,2,css,208,354,"['css', 'styling', 'style', 'sass', 'css modules', 'css assets', 'css syntax', 'css variables', 'css issue', 'css output', 'css processing', 'scoped styles', 'styles', 'css utility', 'css styles', 'styling issue', 'css parser', 'css rendering', 'css custom properties', 'css import']"
messaging,63,messaging,63,111,"['messaging', 'mail', 'notification', 'smtp', 'email', 'announcement', 'notifications']"
pulsar,115,pulsar,115,158,"['pulsar', 'spring pulsar', 'pulsar reactive']"
workspaces,21,workspace,96,179,"['workspace', 'workbench', 'workspaces', 'workspace trust', 'workspace support', 'workspace management', 'multi root workspace', 'virtual workspace', 'workspace package']"
component,135,component,135,288,"['component', 'components', 'component interaction', 'component: vselect', 'web components', 'standalone components', 'ui component', 'component template', 'ui components', 'component behavior', 'component issue', 'component rendering', 'select component', 'standalone component', 'component configuration', 'component conflict', 'component name', 'component missing']"
kotlin,155,kotlin,155,168,"['kotlin', 'language kotlin', 'kotlin dsl', 'kotlin support']"
web application,8,webflux,85,232,"['mvc', 'webflux', 'middleware', 'webview', 'web mvc', 'web framework', 'web ui', 'webassembly', 'web application', 'webjars', 'web testing', 'web interface', 'web development', 'web platform']"
jit,159,jit,159,164,"['jit', 'jit issue']"
debug,67,debugging,253,721,"['debugger', 'tracing', 'debug', 'debugging', 'trace', 'debuginfo', 'termdebug', 'debug console', 'remote debugging', 'cmd/trace', 'runtime trace', 'internal/trace', 'debug build', 'debug assertions', 'a debuginfo', 'debug info', 'execution trace', 'dynamic tracing', 'debugging tool', 'software debugging', 'debugging issue', 'debug mode', 'debugger issue', 'symbolic tracing']"
deprecation,154,deprecation,154,192,"['deprecation', 'deprecated', 'deprecation warning', 'topic:deprecation', 'type: deprecation', 'deprecated feature', 'outdated']"
chat feature,5,chat,139,171,"['chat', 'inline chat', 'quick chat', 'chatgpt', 'chat feature', 'panel chat', 'chat integration', 'chat view', 'chat widget']"
cpu,179,cpu,179,215,"['cpu', 'cpu features', 'target cpu', 'cpu fallback', 'processor', 'cpu usage', 'cpu architecture', 'cpu performance', 'cpu instruction', 'cpu optimization', 'cpu detection', 'cpu feature detection']"
micrometer,147,micrometer,147,150,"['micrometer', 'spring micrometer']"
error suggestion,5,error handling,243,571,"['error message', 'error handling', 'exception handling', 'error reporting', 'error page', 'exception message', 'errorhandling', 'error report', 'error messages', 'type: error message', 'lowering exception', 'low level error', 'error suggestion']"
std lib,2,std,91,123,"['std', 'std library', 'deno std', 'sfinae', 'std.progress', 'std lib', 'build std']"
memory allocation,16,memory management,158,506,"['memory', 'memory management', 'allocator', 'memorymanagement', 'memorysafety', 'memory access', 'memory usage', 'memory format', 'memory layout', 'memory profiling', 'memory optimization', 'device allocator', 'memory consumption', 'memory mapping', 'garbage collection', 'memory issue', 'memory allocation', 'memory issues', 'memory model', 'c memory management', 'allocation', 'allocation error', 'memory allocator', 'shared memory', 'allocations', 'out of memory', 'allocation failures', 'memory error', 'memory alignment', 'uninitialized memory', 'malloc', 'memory reference']"
webclient,31,http client,90,254,"['httpclient', 'http client', 'webclient', 'webdav', 'webidl', 'web client', 'rest client', 'restclient', 'webauthn', 'webtestclient']"
open telemetry,2,telemetry,138,181,"['telemetry', 'opentelemetry', 'x/telemetry', 'open telemetry']"
metrics,220,metrics,220,297,"['metrics', 'monitoring', 'metering', 'metric', 'metrics test']"
backend,73,frontend,109,213,"['frontend', 'backend', 'c backend', 'backend issues', 'build backend', 'backend compiler failed', 'custom backend', 'front end', 'backend issue', 'backends', 'backend failure', 'backend extension']"
mir,87,mir,87,146,"['mir', 'miri', 'mir opt', 'mir validation', 'mir optimization', 'mir build']"
workflows,3,workflow,75,132,"['workflow', 'process', 'workflows', 'process group', 'process management', 'process improvement', 'topic:workflow', 'workflow management']"
autograd,158,autograd,158,180,"['autograd', 'compile autograd', 'compiled autograd', 'domain autograd', 'topic autograd', 'custom autograd function', 'aot autograd']"
ddl,82,ddl,82,86,"['ddl', 'ld', 'ddl operation']"
auth,35,authentication,128,228,"['authentication', 'auth', 'authorization', 'authorization server', 'oauth2', 'jwt', 'oauth', 'security plugin', 'auth issue', 'jwt realm', 'auth plugin']"
async,123,async,123,295,"['async', 'async await', 'async runtime', 'async fn', 'f async', 'asyncio', 'async support', 'async closures', 'f async closure', 'async programming', 'async fn traits', 'async closure', 'async execution', 'async operation', 'async iterable', 'async issue', 'async enrich', 'async handling', 'async requests', 'async test', 'asynchronous', 'async io', 'async recursion']"
client server,10,server,122,319,"['server', 'web server', 'webserver', 'client', 'rpc', 'client server', 'client side', 'platform server', 'code server', 'serverless', 'server side', 'server components', 'domain:rpc', 'embedded server', 'client connection', 'rpc server', 'http server']"
heap buffer overflow,4,segfault,152,271,"['segfault', 'segmentation fault', 'memory corruption', 'data corruption', 'data loss', 'buffer overflow', 'heap buffer overflow', 'heap overflow', 'memory overflow', 'heap corruption']"
migration,158,migration,158,204,"['migration', 'relocation', 'data migration', 'migrate', 'feature migration', 'migration issue', 'database migration', 'migrations', 'code migration']"
onnx export,15,onnx,122,139,"['onnx', 'onnx export', 'onnxruntime']"
mmap,5,mps,98,117,"['mps', 'mmap', 'tp', 'gmp', 'mptcp', 'mpsc']"
